0,2601,0,0,0,0,0,0,0,1,FALSE
0,2602,-30,-50,2,7,-0.77174363314129,-1.28623938856882,0.785398163397448,7,FALSE
0,2603,-50,40,0,8,1.56173761888606,-1.24939009510885,4.71238898038469,6,FALSE
0,2604,50,75,-9,4,0.539731950225938,-1.92579578925319,3.14159265358979,8,FALSE
0.5,2601,0,0,0,0,0,0,0,1,FALSE
0.5,2602,-29,-46.5,1.61412818342936,6.35688030571559,-0.77174363314129,-1.28623938856882,0.785398163397448,7,FALSE
0.5,2603,-50,44,0.78086880944303,7.37530495244558,1.56173761888606,-1.24939009510885,4.71238898038469,6,FALSE
0.5,2604,45.5,77,-8.73013402488703,3.03710210537341,0.539731950225938,-1.92579578925319,3.14159265358979,8,FALSE
1,2601,0,0,0,0,0,0,0,1,FALSE
1,2602,-28.1929359082853,-43.3215598471422,1.21724424984356,5.72049744669009,-0.793767867171589,-1.272765718051,0.785398163397448,7,FALSE
1,2603,-49.6095655952785,47.6876524762228,1.53158232636579,6.71467705755355,1.50142703384551,-1.32125578978405,4.71238898038469,6,FALSE
1,2604,41.1349329875565,78.5185510526867,-8.43160885707419,2.08270034291573,0.597050335625689,-1.90880352491535,3.14159265358979,8,FALSE
1.5,2601,0,0,0,0,0,0,0,1,FALSE
1.5,2602,-27.5843137833635,-40.4613111237972,0.808157025843513,5.09188974457379,-0.818174448000096,-1.2572154042326,0.785398163397448,7,FALSE
1.5,2603,-48.8437744320956,51.0449910049996,2.25251596254636,6.02167295062239,1.44186727236115,-1.38600821386232,4.71238898038469,6,FALSE
1.5,2604,36.9191285590194,79.5599012241446,-8.10420391333779,1.13781622154583,0.654809887472788,-1.8897682427398,3.14159265358979,8,FALSE
2,2601,0,0,0,0,0,0,0,1,FALSE
2,2602,-27.1802352704418,-37.9153662515103,0.385685186079668,4.47219825309876,-0.844943679527689,-1.23938298295007,0.785398163397448,7,FALSE
2,2603,-47.7175164508224,54.0558274803108,2.94387261292273,5.2991592954017,1.38271330075274,-1.44502731044139,4.71238898038469,6,FALSE
2,2604,32.8670266023505,80.1288093349175,-7.7477400886167,0.203507096221022,0.712927649442177,-1.86861825064962,3.14159265358979,8,FALSE
2.5,2601,0,0,0,0,0,0,0,1,FALSE
2.5,2602,-26.9873926774019,-35.6792671249609,-0.0512842731483966,3.86264293017726,-0.873938918456129,-1.219110645843,0.785398163397448,7,FALSE
2.5,2603,-46.245580144361,56.7054071280116,3.60565953350096,4.54946731081631,1.32357384115646,-1.49938396917078,4.71238898038469,6,FALSE
2.5,2604,28.9931565580421,80.230562883028,-7.36204151524516,-0.719117751969811,0.771397146743086,-1.84524969638166,3.14159265358979,8,FALSE
3,2601,0,0,0,0,0,0,0,1,FALSE
3,2602,-27.0130348139761,-33.7479456598723,-0.503726255776922,3.26448220565987,-0.90488396525705,-1.19632144903478,0.785398163397448,7,FALSE
3,2603,-44.4427503776106,58.9801407834198,4.23767060445927,3.77450795305222,1.26402214191662,-1.54991871552818,4.71238898038469,6,FALSE
3,2604,25.3121358004196,79.8710040070431,-6.94690194116291,-1.62887548567192,0.830279148164504,-1.81951546740423,3.14159265358979,8,FALSE
3.5,2601,0,0,0,0,0,0,0,1,FALSE
